time,left_s0,left_s1,left_e0,left_e1,left_w0,left_w1,left_w2,left_gripper,right_s0,right_s1,right_e0,right_e1,right_w0,right_w1,right_w2,right_gripper
0.548732,0.745898157257,0.291456349365,3.02654409104,2.30518962636,-3.04418487008,1.9243788962,1.56082544989,100.0,1.23101958087,0.376208787799,0.0126553414856,1.53858272849,-3.04533535567,1.93013132415,2.99433049453,2.8846154213
0.548862,0.745898157257,0.291456349365,3.02654409104,2.30518962636,-3.04418487008,1.9243788962,1.56082544989,100.0,1.23101958087,0.376208787799,0.0126553414856,1.53858272849,-3.04533535567,1.93013132415,2.99433049453,2.8846154213
0.559104,0.745131166864,0.290689358972,3.02616059584,2.30557312156,-3.04456836528,1.9243788962,1.56044195469,100.0,1.23025259048,0.376208787799,0.0130388366821,1.53858272849,-3.04571885087,1.92974782896,2.99433049453,2.8846154213
0.569113,0.745131166864,0.291456349365,3.02731108143,2.30557312156,-3.04456836528,1.9243788962,1.56044195469,100.0,1.23063608568,0.376592282996,0.0130388366821,1.53819923329,-3.04571885087,1.92974782896,2.99394699933,2.8846154213
0.579162,0.744747671667,0.291456349365,3.02731108143,2.30595661675,-3.04380137488,1.9247623914,1.5600584595,100.0,1.23101958087,0.376208787799,0.0130388366821,1.53934971888,-3.04648584126,1.92974782896,2.99394699933,2.8846154213
0.589133,0.745514662061,0.290689358972,3.02692758624,2.30557312156,-3.04456836528,1.9247623914,1.56082544989,100.0,1.23101958087,0.375825292603,0.0130388366821,1.53858272849,-3.04571885087,1.92974782896,2.99394699933,2.8846154213
0.599162,0.745514662061,0.291072854169,3.02692758624,2.30557312156,-3.04380137488,1.9247623914,1.56082544989,100.0,1.23101958087,0.375825292603,0.0126553414856,1.53858272849,-3.04571885087,1.92974782896,2.99394699933,2.8846154213
0.609010,0.745514662061,0.291072854169,3.02731108143,2.30595661675,-3.04456836528,1.9243788962,1.5600584595,100.0,1.22986909528,0.375825292603,0.0134223318787,1.53858272849,-3.04533535567,1.92974782896,2.99356350414,2.8846154213
0.619068,0.745131166864,0.291839844562,3.02654409104,2.30518962636,-3.04456836528,1.92399540101,1.5600584595,100.0,1.23063608568,0.375825292603,0.0138058270752,1.5378157381,-3.04571885087,1.92974782896,2.99433049453,2.8846154213
0.629100,0.745514662061,0.291839844562,3.02692758624,2.30480613116,-3.04456836528,1.9243788962,1.56044195469,100.0,1.23063608568,0.376208787799,0.0130388366821,1.53858272849,-3.04610234606,1.93013132415,2.99394699933,2.8846154213
